file,title_before,title_after,title_changed,desc_before,desc_after,desc_changed
compliance/fair-housing-policy.html,"Fair Housing Policy | Gadura Real Estate, LLC | Nitin Gadura","Fair Housing Policy | Gadura Real Estate, LLC | Nitin Gadura",False,Gadura Real Estate LLC's comprehensive Fair Housing Policy. Nitin Gadura is committed to equal professional service for all persons.,Gadura Real Estate LLC&#x27;s comprehensive Fair Housing Policy. Nitin Gadura is committed to equal professional service for all persons.,True
blog/best-neighborhoods-queens-renters.html,Best Neighborhoods in Queens for Renters in 2026 | Gadura Real Estate,Best Neighborhoods in Queens for Renters in 2026 | Gadura RE,True,"Top 10 Queens neighborhoods for renters in 2026 ranked by rent prices, transit access, and lifestyle. Astoria, LIC, Jackson Heights, Sunnyside, and more.","Top 10 Queens neighborhoods for renters in 2026 ranked by rent prices, transit access, and lifestyle. Astoria, LIC, Jackson Heights, Sunnyside, and more.",False
blog/sell-house-probate-queens-ny.html,Sell a House in Probate in Queens NY | Step-by-Step Guide 2026,Sell a House in Probate in Queens NY | Step-by-Step Guide,True,"Complete probate real estate guide for Queens executors. Surrogate's court timeline, 1-10A form, costs, and how to sell an estate property for the strongest supportable price.","Complete probate real estate guide for Queens executors. Surrogate&#x27;s court timeline, 1-10A form, costs, and how to sell an estate property for the strongest supportable price.",True
blog/sell-home-fast-queens.html,How to Sell Your Home Fast in Queens & Long Island,How to Sell Your Home Fast in Queens & Long Island,False,"Sell your Queens or Long Island home fast and for the strongest supportable price. Nitin Gadura shares proven strategies for staging, pricing, and marketing your home.",Sell your Queens or Long Island home fast and for the strongest supportable price.,True
blog/brooklyn-vs-queens-homebuyers.html,Brooklyn vs. Queens: Which NYC Borough Should You Buy In?,Brooklyn vs. Queens: Which NYC Borough Should You Buy In?,False,"Thinking about buying in NYC? Here's an honest data-driven comparison of Brooklyn vs Queens home prices, commute times, school quality, and lifestyle in 2026.","Thinking about buying in NYC? Here&#x27;s an honest data-driven comparison of Brooklyn vs Queens home prices, commute times, school quality, and lifestyle in 2026.",True
blog/queens-condo-vs-coop-guide.html,Queens Condo vs Co-op Guide [2026] | Which Should You Buy?,Queens Condo vs Co-op Guide [2026] | Which Should You Buy?,False,"Queens condo vs co-op: complete 2026 buyer's guide. Comparison table for financing, subletting, closing costs, board approval, and prices by neighborhood.","Queens condo vs co-op: complete 2026 buyer&#x27;s guide. Comparison table for financing, subletting, closing costs, board approval, and prices by neighborhood.",True
blog/two-family-house-queens-guide.html,Buying a Two-Family House in Queens NY | Complete Guide [2026],Buying a Two-Family House in Queens NY | Complete Guide [2026],False,"How to buy a 2-family in Queens: FHA house hack math, rental income analysis, neighborhood inventory, legal requirements, and financing. Written by a local.","How to buy a 2-family in Queens: FHA house hack math, rental income analysis, neighborhood inventory, legal requirements, and financing.",True
blog/home-staging-tips-queens.html,10 Home Staging Tips That Sell Queens Homes Faster,10 Home Staging Tips That Sell Queens Homes Faster,False,"Practical home staging tips for Queens sellers. Stage your row house, 2-family, or co-op to sell faster and for the strongest supportable price. Free advice from Nitin Gadura.","Practical home staging tips for Queens sellers. Stage your row house, 2-family, or co-op to sell faster and for the strongest supportable price.",True
blog/richmond-hill-real-estate-guide-2026.html,"Richmond Hill Real Estate Guide 2026: Victorian Homes, Two-Fam","Richmond Hill Real Estate Guide 2026: Victorian Homes, Two-Fam",False,"Richmond Hill (ZIP 11418 & 11419) real estate guide 2026: Victorian housing stock, two-family investment pricing, South Asian and Indo-Caribbean community.","Richmond Hill (ZIP 11418 &amp; 11419) real estate guide 2026: Victorian housing stock, two-family investment pricing, South Asian and Indo-Caribbean community.",True
blog/how-to-read-queens-property-listing.html,How to Read a Queens Property Listing 2026 | Nitin Gadura,How to Read a Queens Property Listing 2026 | Nitin Gadura,False,"Every abbreviation, code, and hidden detail on a Queens MLS listing decoded. Learn what 'C of O', 'as-is', 'bring offers', 'DOM 90+' and other listing.","Every abbreviation, code, and hidden detail on a Queens MLS listing decoded. Learn what &#x27;C of O&#x27;, &#x27;as-is&#x27;, &#x27;bring offers&#x27;, &#x27;DOM 90+&#x27; and other listing.",True
blog/section-8-cityfheps-landlord-guide-queens.html,Section 8 and CityFHEPS Landlord Guide: Should You Accept Vouchers in Queens? | Gadura Real Estate,Section 8 and CityFHEPS Landlord Guide: Should You Accept Vouchers in Queens? | Gadura Real Estate,False,"Complete guide for Queens landlords considering Section 8 and CityFHEPS voucher tenants. Legal requirements, guaranteed rent, inspections, and pros vs cons.",Complete guide for Queens landlords considering Section 8 and CityFHEPS voucher tenants.,True
blog/queens-real-estate-market-2026.html,Queens Real Estate Market Report 2026: Home Prices,Queens Real Estate Market Report 2026: Home Prices,False,"Queens NY home prices, inventory, and market trends in 2026. What buyers, sellers, and investors need to know before making a move in today's market.","Queens NY home prices, inventory, and market trends in 2026. What buyers, sellers, and investors need to know before making a move in today&#x27;s market.",True
blog/mortgage-preapproval-queens.html,Mortgage Pre-Approval in Queens 2026 — What You Actually Need,Mortgage Pre-Approval in Queens 2026 — What You Actually Need,False,"Mortgage pre-approval in Queens, Brooklyn & Long Island for 2026: documents required, credit score minimums, pre-qualification vs pre-approval, FHA vs.","Mortgage pre-approval in Queens, Brooklyn &amp; Long Island for 2026: documents required, credit score minimums, pre-qualification vs pre-approval, FHA vs.",True
queens-south/index.html,Queens South Real Estate | Gadura RE,Queens South Real Estate | Gadura RE,False,"Your complete guide to real estate in Queens South — Richmond Hill, Ozone Park, Howard Beach, South Ozone Park, Jamaica, <a href=","Your complete guide to real estate in Queens South — Richmond Hill, Ozone Park, Howard Beach, South Ozone Park, Jamaica, &lt;a href=",True
jagman-dhaliwal/index.html,Jagman Dhaliwal | Gadura RE,Jagman Dhaliwal | Gadura RE,False,"Jagman Dhaliwal — Queens NY listing agent known for fast sales, professional photography, and aggressive marketing. Ozone Park & surrounding areas.","Jagman Dhaliwal — Queens NY listing agent known for fast sales, professional photography, and aggressive marketing. Ozone Park &amp; surrounding areas.",True
zip/10309.html,ZIP 10309 Real Estate Agent | Prince's Bay | Gadura RE,ZIP 10309 Real Estate Agent | Prince's Bay | Gadura RE,False,"Real estate agent serving ZIP 10309 (Prince's Bay, Staten Island, Pleasant Plains, Staten Island, Charleston, Staten Island, Rossville, Staten Island).","Real estate agent serving ZIP 10309 (Prince&#x27;s Bay, Staten Island, Pleasant Plains, Staten Island, Charleston, Staten Island, Rossville, Staten Island).",True
zip/10036.html,ZIP 10036 Real Estate Agent | Midtown West | Gadura RE,ZIP 10036 Real Estate Agent | Midtown West | Gadura RE,False,"Real estate agent serving ZIP 10036 (Midtown West, Manhattan, Hell's Kitchen, Manhattan). Nitin Gadura, Gadura Real Estate LLC. Median $1.20M.","Real estate agent serving ZIP 10036 (Midtown West, Manhattan, Hell&#x27;s Kitchen, Manhattan). Nitin Gadura, Gadura Real Estate LLC. Median $1.20M.",True
zip/10019.html,ZIP 10019 Real Estate Agent | Midtown West | Gadura RE,ZIP 10019 Real Estate Agent | Midtown West | Gadura RE,False,"Real estate agent serving ZIP 10019 (Midtown West, Manhattan, Hell's Kitchen, Manhattan). Nitin Gadura, Gadura Real Estate LLC. Median $1.20M.","Real estate agent serving ZIP 10019 (Midtown West, Manhattan, Hell&#x27;s Kitchen, Manhattan). Nitin Gadura, Gadura Real Estate LLC. Median $1.20M.",True
nitin-gadura/index.html,Nitin Gadura | Gadura RE,Nitin Gadura | Gadura RE,False,"Nitin Gadura — Licensed NYS Real Estate Salesperson at Gadura Real Estate LLC, Ozone Park Queens. Expert in Queens & Long Island. Call (718) 850-0010.","Nitin Gadura — Licensed NYS Real Estate Salesperson at Gadura Real Estate LLC, Ozone Park Queens. Expert in Queens &amp; Long Island. Call (718) 850-0010.",True
moving-to/international-to-queens.html,Moving to Queens from India — South Asian Family's 2026 Guide,Moving to Queens from India — South Asian Family's 2026 Guide,False,Moving to Queens from India — South Asian Family's 2026 Guide for Indian / South Asian families relocating to NY metro.,Moving to Queens from India — South Asian Family&#x27;s 2026 Guide for Indian / South Asian families relocating to NY metro.,True
moving-to/manhattan-to-queens.html,Moving to Queens from Manhattan — 2026 Buyer's Guide,Moving to Queens from Manhattan — 2026 Buyer's Guide,False,Moving to Queens from Manhattan — 2026 Buyer's Guide for Manhattan renters or owners priced out of the market.,Moving to Queens from Manhattan — 2026 Buyer&#x27;s Guide for Manhattan renters or owners priced out of the market.,True
glossary/co-op-board-package.html,Co-op Board Package — Real Estate Glossary | Gadura,Co-op Board Package — Real Estate Glossary | Gadura,False,A co-op board package is the detailed financial and personal application a buyer submits to a cooperative building's board of directors to get approved to purchase.,A co-op board package is the detailed financial and personal application a buyer submits to a cooperative building&#x27;s board of directors to get approved to purchase.,True
long-island/index.html,Long Island Homes for Sale — Nassau &amp; Suffolk County | Gadura Real Estate,Long Island Homes for Sale — Nassau &amp; Suffolk County,True,"Browse homes for sale across 124 Long Island towns. Nassau County &amp; Suffolk County houses, expert local agents, multilingual service. Family-owned since 2006. Call (718) 850-0010.","Browse homes for sale across 124 Long Island towns. Nassau County &amp; Suffolk County houses, expert local agents, multilingual service.",True
community/guyanese-community.html,Guyanese Community Real Estate Agent NYC | Gadura RE,Guyanese Community Real Estate Agent NYC | Gadura RE,False,"Nitin Gadura is the trusted real estate agent for the Guyanese community in Richmond Hill, South Ozone Park & Queens.","Nitin Gadura is the trusted real estate agent for the Guyanese community in Richmond Hill, South Ozone Park &amp; Queens.",True
community/south-asian-community.html,South Asian Community Real Estate Agent NYC | Gadura RE,South Asian Community Real Estate Agent NYC | Gadura RE,False,"Nitin Gadura is the trusted real estate agent for South Asian families in Queens, Brooklyn & Long Island. Serving Indian, Pakistani, Bangladeshi","Nitin Gadura is the trusted real estate agent for South Asian families in Queens, Brooklyn &amp; Long Island. Serving Indian, Pakistani, Bangladeshi",True
community/index.html,Community Real Estate Services NYC | Gadura RE,Community Real Estate Services NYC | Gadura RE,False,"Nitin Gadura serves diverse cultural communities across Queens, Brooklyn & Long Island. Culturally fluent real estate services for Indian, Guyanese","Nitin Gadura serves diverse cultural communities across Queens, Brooklyn &amp; Long Island. Culturally fluent real estate services for Indian, Guyanese",True
community/african-american-community.html,African American Community Real Estate Agent NYC | Gadura RE,African American Community Real Estate Agent NYC | Gadura RE,False,"Nitin Gadura is a dedicated real estate agent serving the African American community in Queens, Brooklyn & Long Island.","Nitin Gadura is a dedicated real estate agent serving the African American community in Queens, Brooklyn &amp; Long Island.",True
community/pakistani-community.html,Pakistani Community Real Estate Agent NYC | Gadura RE,Pakistani Community Real Estate Agent NYC | Gadura RE,False,"Nitin Gadura is the trusted real estate agent for the Pakistani community in Queens, Brooklyn & Long Island. Expert knowledge of Jackson Heights, Midwood","Nitin Gadura is the trusted real estate agent for the Pakistani community in Queens, Brooklyn &amp; Long Island. Expert knowledge of Jackson Heights, Midwood",True
community/bengali-community.html,Bengali Community Real Estate Agent NYC | Gadura RE,Bengali Community Real Estate Agent NYC | Gadura RE,False,"Nitin Gadura is the trusted real estate agent for the Bengali community in Queens & Brooklyn. Expert knowledge of Jamaica, Kensington","Nitin Gadura is the trusted real estate agent for the Bengali community in Queens &amp; Brooklyn. Expert knowledge of Jamaica, Kensington",True
community/trinidadian-community.html,Trinidadian Community Real Estate Agent NYC | Nitin Gadura,Trinidadian Community Real Estate Agent NYC | Nitin Gadura,False,"Nitin Gadura is the trusted real estate agent for the Trinidadian community in Queens & Long Island. Expert knowledge of Richmond Hill, South Ozone Park","Nitin Gadura is the trusted real estate agent for the Trinidadian community in Queens &amp; Long Island. Expert knowledge of Richmond Hill, South Ozone Park",True
community/hispanic-latino-community.html,Hispanic & Latino Community Real Estate Agent NYC,Hispanic & Latino Community Real Estate Agent NYC,False,"Nitin Gadura is a dedicated real estate agent serving the Hispanic & Latino community in Queens, Brooklyn & Long Island.","Nitin Gadura is a dedicated real estate agent serving the Hispanic &amp; Latino community in Queens, Brooklyn &amp; Long Island.",True
community/caribbean-community.html,Caribbean Community Real Estate Agent NYC | Gadura RE,Caribbean Community Real Estate Agent NYC | Gadura RE,False,"Nitin Gadura is the trusted real estate agent for the Caribbean community in Queens, Brooklyn & Long Island. Expert knowledge of Flatbush, Crown Heights","Nitin Gadura is the trusted real estate agent for the Caribbean community in Queens, Brooklyn &amp; Long Island. Expert knowledge of Flatbush, Crown Heights",True
homes-for-sale/jamaica-estates-homes.html,Homes For Sale in Jamaica Estates Queens NY | Gadura RE,Homes For Sale in Jamaica Estates Queens NY | Gadura RE,False,"Jamaica Estates luxury homes for sale — Queens' most prestigious neighborhood. Tudor mansions, private drives, and exclusive listings.","Jamaica Estates luxury homes for sale — Queens&#x27; most prestigious neighborhood. Tudor mansions, private drives, and exclusive listings.",True
homes-for-sale/homes-500k-to-750k-in-long-island.html,"Homes for Sale $500K to $750K in Long Island, NY | Gadura Real Estate","Homes for Sale $500K to $750K in Long Island, NY | Gadura RE",True,"Browse 5 homes for sale $500k to $750k in Long Island, NY with Gadura Real Estate. Prices from $675,000 to $749,999. Call (917) 705-0132.","Browse 5 homes for sale $500k to $750k in Long Island, NY with Gadura Real Estate. Prices from $675,000 to $749,999. Call (917) 705-0132.",False
homes-for-sale/homes-1m-to-1-5m-in-long-island.html,"Homes for Sale $1M to $1.5M in Long Island, NY | Gadura Real Estate","Homes for Sale $1M to $1.5M in Long Island, NY | Gadura RE",True,"Browse 3 homes for sale $1m to $1.5m in Long Island, NY with Gadura Real Estate. Prices from $1,050,000 to $1,199,000. Call (917) 705-0132.","Browse 3 homes for sale $1m to $1.5m in Long Island, NY with Gadura Real Estate. Prices from $1,050,000 to $1,199,000. Call (917) 705-0132.",False
homes-for-sale/homes-1m-to-1-5m-in-richmond-hill.html,"Homes for Sale $1M to $1.5M in Richmond Hill, NY | Gadura Real Estate","Homes for Sale $1M to $1.5M in Richmond Hill, NY | Gadura RE",True,"Browse 3 homes for sale $1m to $1.5m in Richmond Hill, NY with Gadura Real Estate. Prices from $1,180,000 to $1,350,000. Call (917) 705-0132.","Browse 3 homes for sale $1m to $1.5m in Richmond Hill, NY with Gadura Real Estate. Prices from $1,180,000 to $1,350,000. Call (917) 705-0132.",False
